Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2020-01-17,805.02,805.25,794.3,800.51,800.51,838761,TCS.BO
2020-01-18,895.21,899.91,893.37,895.35,895.35,2650705,HDFCBANK.BO
2020-01-18,1360.62,1362.26,1345.68,1356.68,1356.68,531348,ICICIBANK.BO
2020-01-18,482.85,486.11,478.36,485.67,485.67,7867431,INFY.BO
2020-01-18,652.04,653.6,644.74,649.06,649.06,6670295,RELIANCE.BO
2020-01-18,811.16,815.37,810.29,810.64,810.64,6213291,TCS.BO
2020-01-19,898.02,913.52,893.43,905.21,905.21,1277498,HDFCBANK.BO
2020-01-19,1367.34,1383.29,1358.3,1373.14,1373.14,1175761,ICICIBANK.BO
2020-01-19,484.34,493.57,481.23,489.25,489.25,2424830,INFY.BO
2020-01-19,640.64,646.94,635.0,641.31,641.31,8991599,RELIANCE.BO
2020-01-19,795.69,796.41,789.84,794.53,794.53,7272885,TCS.BO
2020-01-20,936.81,940.17,930.0,934.02,934.02,784421,HDFCBANK.BO
2020-01-20,1367.78,1375.69,1351.42,1358.25,1358.25,2372839,ICICIBANK.BO
2020-01-20,482.85,485.74,480.86,483.49,483.49,8868365,INFY.BO
2020-01-20,610.61,613.97,607.66,609.7,609.7,6407569,RELIANCE.BO
2020-01-20,807.57,812.29,805.4,811.0,811.0,5779118,TCS.BO
2020-01-21,921.95,930.68,917.33,923.43,923.43,9157837,HDFCBANK.BO
2020-01-21,1337.84,1341.21,1329.04,1333.52,1333.52,9996894,ICICIBANK.BO
2020-01-21,486.68,490.6,485.42,486.03,486.03,2400329,INFY.BO
2020-01-21,628.98,634.49,624.04,628.85,628.85,8309984,RELIANCE.BO
2020-01-21,796.35,802.2,791.36,797.52,797.52,6218761,TCS.BO
2020-01-22,922.1,932.09,915.5,923.0,923.0,496421,HDFCBANK.BO
2020-01-22,1336.37,1354.57,1326.45,1342.79,1342.79,5595303,ICICIBANK.BO
2020-01-22,476.52,479.64,474.37,474.95,474.95,8815770,INFY.BO
2020-01-22,632.03,633.64,629.85,632.9,632.9,161038,RELIANCE.BO
2020-01-22,799.73,805.57,798.01,802.66,802.66,2718356,TCS.BO
2020-01-23,912.54,922.04,907.28,919.96,919.96,1387516,HDFCBANK.BO
2020-01-23,1295.84,1307.74,1288.87,1298.53,1298.53,2958008,ICICIBANK.BO
2020-01-23,482.4,488.26,479.36,484.44,484.44,9253808,INFY.BO
2020-01-23,635.42,637.87,633.54,635.8,635.8,3828331,RELIANCE.BO
2020-01-23,796.76,799.12,789.72,793.02,793.02,2316212,TCS.BO
2020-01-24,898.57,905.25,890.99,893.65,893.65,8413125,HDFCBANK.BO
2020-01-24,1285.79,1305.07,1278.75,1293.26,1293.26,8819198,ICICIBANK.BO
2020-01-24,468.53,471.12,463.86,467.65,467.65,4672563,INFY.BO
2020-01-24,606.26,606.87,602.58,603.41,603.41,4307447,RELIANCE.BO
2020-01-24,778.03,780.49,771.52,778.29,778.29,8389556,TCS.BO
2020-01-25,921.25,937.67,918.14,929.85,929.85,2509261,HDFCBANK.BO
2020-01-25,1310.67,1316.39,1286.72,1297.16,1297.16,5231065,ICICIBANK.BO
2020-01-25,475.31,484.23,472.76,480.18,480.18,4217618,INFY.BO
2020-01-25,616.99,627.56,615.25,622.21,622.21,2609027,RELIANCE.BO
2020-01-25,780.62,786.27,772.43,777.41,777.41,1475110,TCS.BO
2020-01-26,941.06,950.69,937.41,944.17,944.17,5559380,HDFCBANK.BO
2020-01-26,1313.05,1320.33,1306.07,1308.18,1308.18,3802542,ICICIBANK.BO
2020-01-26,479.45,479.9,477.18,478.78,478.78,7238672,INFY.BO
2020-01-26,610.02,615.77,608.91,613.44,613.44,9856985,RELIANCE.BO
2020-01-26,778.42,780.89,772.7,777.0,777.0,9690933,TCS.BO
2020-01-27,929.65,932.13,924.4,931.27,931.27,1936124,HDFCBANK.BO
2020-01-27,1284.66,1289.34,1269.42,1278.28,1278.28,2754632,ICICIBANK.BO
2020-01-27,469.13,475.37,466.01,472.97,472.97,955355,INFY.BO
2020-01-27,605.29,605.39,599.63,604.16,604.16,9781768,RELIANCE.BO
2020-01-27,785.31,785.61,772.72,777.73,777.73,7942078,TCS.BO
2020-01-28,919.02,923.71,910.03,919.88,919.88,7060861,HDFCBANK.BO
2020-01-28,1298.59,1298.86,1280.84,1292.05,1292.05,2286547,ICICIBANK.BO
2020-01-28,467.39,470.07,461.53,464.83,464.83,4461777,INFY.BO
2020-01-28,622.16,628.9,617.71,628.85,628.85,9899252,RELIANCE.BO
2020-01-28,800.01,807.08,794.88,801.15,801.15,9520895,TCS.BO
2020-01-29,909.87,927.14,905.94,917.98,917.98,6320463,HDFCBANK.BO
2020-01-29,1252.78,1261.2,1249.67,1257.29,1257.29,6968493,ICICIBANK.BO
2020-01-29,475.31,479.91,472.36,476.34,476.34,2868580,INFY.BO
2020-01-29,610.35,616.01,606.07,609.54,609.54,1541343,RELIANCE.BO
2020-01-29,785.5,790.79,776.83,783.13,783.13,9598696,TCS.BO
2020-01-30,923.08,925.78,921.62,925.66,925.66,210561,HDFCBANK.BO
2020-01-30,1256.43,1267.57,1255.58,1262.04,1262.04,4123869,ICICIBANK.BO
2020-01-30,474.02,479.56,473.38,476.16,476.16,4369818,INFY.BO
2020-01-30,613.62,613.8,609.92,612.58,612.58,688634,RELIANCE.BO
2020-01-30,805.4,807.04,796.71,801.96,801.96,6083859,TCS.BO
2020-01-31,914.42,917.51,913.71,914.12,914.12,9498532,HDFCBANK.BO
2020-01-31,1264.42,1273.78,1248.5,1256.97,1256.97,4039029,ICICIBANK.BO
2020-01-31,469.3,470.92,465.52,470.05,470.05,5818374,INFY.BO
2020-01-31,640.48,643.81,636.42,640.87,640.87,4777092,RELIANCE.BO
2020-01-31,774.94,778.39,774.72,777.32,777.32,9372051,TCS.BO
2020-02-01,915.16,921.67,904.83,909.0,909.0,6649530,HDFCBANK.BO
2020-02-01,1256.61,1265.96,1247.52,1258.57,1258.57,3578507,ICICIBANK.BO
2020-02-01,479.61,482.33,476.59,477.82,477.82,6923664,INFY.BO
2020-02-01,626.04,631.6,620.69,631.1,631.1,1961633,RELIANCE.BO
2020-02-01,759.3,760.06,754.89,759.67,759.67,3046185,TCS.BO
2020-02-02,907.89,909.29,897.61,902.55,902.55,3743069,HDFCBANK.BO
2020-02-02,1237.19,1237.86,1235.16,1236.89,1236.89,3716763,ICICIBANK.BO
2020-02-02,487.99,489.16,483.82,487.9,487.9,3659958,INFY.BO
2020-02-02,623.67,631.79,620.59,627.43,627.43,9039425,RELIANCE.BO
2020-02-02,771.85,776.43,765.61,773.87,773.87,7302168,TCS.BO
2020-02-03,935.22,938.7,929.25,932.82,932.82,3211951,HDFCBANK.BO
2020-02-03,1213.59,1229.86,1202.81,1228.24,1228.24,945198,ICICIBANK.BO
2020-02-03,485.33,487.88,485.32,486.82,486.82,184852,INFY.BO
2020-02-03,607.05,612.31,602.42,611.98,611.98,8280907,RELIANCE.BO
2020-02-03,763.59,773.44,759.24,766.4,766.4,8592393,TCS.BO
2020-02-04,917.78,921.52,909.12,921.45,921.45,9535976,HDFCBANK.BO
2020-02-04,1211.23,1215.26,1204.43,1214.05,1214.05,5023055,ICICIBANK.BO
2020-02-04,490.56,496.3,489.05,493.97,493.97,9998912,INFY.BO
2020-02-04,600.98,603.32,592.64,598.56,598.56,2394583,RELIANCE.BO
2020-02-04,763.85,764.88,756.64,764.77,764.77,2315489,TCS.BO
2020-02-05,901.55,905.86,895.6,897.2,897.2,5984113,HDFCBANK.BO
2020-02-05,1170.11,1180.2,1166.54,1169.57,1169.57,7088474,ICICIBANK.BO
2020-02-05,492.47,496.99,492.4,494.87,494.87,5946195,INFY.BO
2020-02-05,599.37,601.18,597.95,599.47,599.47,9738864,RELIANCE.BO
2020-02-05,797.35,804.86,796.77,798.45,798.45,7585249,TCS.BO
2020-02-06,883.86,885.48,876.3,885.2,885.2,3423972,HDFCBANK.BO
2020-02-06,1135.16,1144.63,1131.22,1143.61,1143.61,7425575,ICICIBANK.BO
2020-02-06,489.74,496.38,487.8,495.51,495.51,385195,INFY.BO
2020-02-06,570.7,575.17,566.03,572.33,572.33,9768922,RELIANCE.BO
2020-02-06,796.26,802.94,787.04,792.35,792.35,4272875,TCS.BO
2020-02-07,880.7,883.12,870.7,873.91,873.91,6298007,HDFCBANK.BO
2020-02-07,1145.44,1156.24,1125.15,1135.49,1135.49,2724556,ICICIBANK.BO
2020-02-07,494.3,499.1,488.44,492.36,492.36,457320,INFY.BO
2020-02-07,584.67,588.96,584.5,586.93,586.93,5949398,RELIANCE.BO
2020-02-07,775.26,784.44,768.42,781.74,781.74,4192553,TCS.BO
2020-02-08,853.48,854.97,844.29,851.46,851.46,8737688,HDFCBANK.BO
2020-02-08,1136.33,1146.19,1133.0,1137.56,1137.56,3603701,ICICIBANK.BO
2020-02-08,474.32,475.97,472.62,474.76,474.76,610824,INFY.BO
2020-02-08,584.18,585.15,580.03,585.03,585.03,6196660,RELIANCE.BO
2020-02-08,787.51,791.3,784.07,788.31,788.31,5918530,TCS.BO
2020-02-09,835.34,844.73,833.47,839.64,839.64,4755521,HDFCBANK.BO
2020-02-09,1101.38,1116.36,1091.11,1107.91,1107.91,5855135,ICICIBANK.BO
2020-02-09,453.95,454.47,449.61,451.87,451.87,2613476,INFY.BO
2020-02-09,567.53,572.61,567.47,568.77,568.77,3883806,RELIANCE.BO
2020-02-09,792.08,797.67,787.33,790.04,790.04,3051310,TCS.BO
2020-02-10,811.27,817.3,803.68,814.72,814.72,9632435,HDFCBANK.BO
2020-02-10,1108.3,1115.28,1095.1,1095.77,1095.77,9067846,ICICIBANK.BO
2020-02-10,444.62,445.64,438.65,439.75,439.75,7148574,INFY.BO
2020-02-10,566.35,567.4,560.45,563.57,563.57,9407157,RELIANCE.BO
2020-02-10,791.39,797.22,787.03,796.14,796.14,9886081,TCS.BO
2020-02-11,822.72,826.46,813.52,820.58,820.58,4446838,HDFCBANK.BO
2020-02-11,1105.77,1110.78,1088.87,1098.72,1098.72,7043407,ICICIBANK.BO
2020-02-11,440.64,441.41,436.48,437.7,437.7,3671361,INFY.BO
2020-02-11,565.21,569.18,557.67,560.79,560.79,6664218,RELIANCE.BO
2020-02-11,790.22,793.85,785.87,791.65,791.65,4237310,TCS.BO
2020-02-12,827.29,833.39,816.68,823.29,823.29,4358945,HDFCBANK.BO
2020-02-12,1100.69,1109.67,1094.1,1101.06,1101.06,2814730,ICICIBANK.BO
2020-02-12,443.21,450.28,443.02,447.56,447.56,5015298,INFY.BO
2020-02-12,563.46,568.71,554.64,559.57,559.57,538146,RELIANCE.BO
2020-02-12,784.44,796.61,783.23,788.93,788.93,9817229,TCS.BO
2020-02-13,813.05,814.36,803.32,808.45,808.45,4272483,HDFCBANK.BO
2020-02-13,1080.06,1089.28,1077.58,1084.52,1084.52,712601,ICICIBANK.BO
2020-02-13,436.99,441.0,432.23,433.44,433.44,7746067,INFY.BO
2020-02-13,570.45,572.83,563.0,567.42,567.42,2124129,RELIANCE.BO
2020-02-13,783.55,785.6,780.07,783.34,783.34,2882022,TCS.BO
2020-02-14,785.76,795.33,784.98,789.31,789.31,7694262,HDFCBANK.BO
2020-02-14,1086.13,1095.14,1072.25,1082.25,1082.25,1112051,ICICIBANK.BO
2020-02-14,443.34,443.69,438.79,442.72,442.72,6594001,INFY.BO
2020-02-14,578.78,579.18,571.87,574.66,574.66,7982639,RELIANCE.BO
2020-02-14,800.28,802.91,793.92,800.05,800.05,1530354,TCS.BO
2020-02-15,785.01,796.1,781.55,788.67,788.67,3775799,HDFCBANK.BO
2020-02-15,1084.61,1087.85,1072.44,1080.05,1080.05,6014179,ICICIBANK.BO
2020-02-15,441.52,444.86,439.92,440.6,440.6,4847673,INFY.BO
2020-02-15,584.84,586.54,577.53,581.74,581.74,4353137,RELIANCE.BO
2020-02-15,800.61,809.36,796.49,801.37,801.37,9811272,TCS.BO
2020-02-16,784.16,791.02,777.08,790.09,790.09,4057732,HDFCBANK.BO
2020-02-16,1098.34,1105.88,1092.02,1105.55,1105.55,6770920,ICICIBANK.BO
2020-02-16,446.5,447.1,442.26,443.68,443.68,2881335,INFY.BO
2020-02-16,578.89,584.93,573.2,581.66,581.66,9795405,RELIANCE.BO
2020-02-16,809.31,815.15,799.68,807.21,807.21,5812946,TCS.BO
2020-02-17,782.01,796.8,776.81,789.52,789.52,5616957,HDFCBANK.BO
2020-02-17,1105.57,1113.01,1091.62,1098.93,1098.93,8278694,ICICIBANK.BO
2020-02-17,439.12,441.38,437.7,438.43,438.43,853735,INFY.BO
2020-02-17,589.41,591.1,581.87,584.66,584.66,225995,RELIANCE.BO
2020-02-17,800.11,812.84,797.09,807.66,807.66,3309299,TCS.BO
2020-02-18,805.95,811.08,798.14,807.04,807.04,2231334,HDFCBANK.BO
2020-02-18,1111.71,1122.79,1100.9,1113.72,1113.72,9053153,ICICIBANK.BO
2020-02-18,448.74,450.09,446.19,446.46,446.46,1631417,INFY.BO
2020-02-18,578.37,584.85,573.52,580.73,580.73,1697189,RELIANCE.BO
2020-02-18,815.6,815.85,808.42,811.74,811.74,1087390,TCS.BO
2020-02-19,811.63,817.7,804.35,817.46,817.46,228084,HDFCBANK.BO
2020-02-19,1146.46,1154.82,1135.76,1148.67,1148.67,9542421,ICICIBANK.BO
2020-02-19,438.46,441.71,436.81,437.09,437.09,4878436,INFY.BO
2020-02-19,579.98,584.08,575.17,583.07,583.07,2181172,RELIANCE.BO
2020-02-19,807.17,813.99,799.32,806.98,806.98,9432364,TCS.BO
2020-02-20,797.37,798.33,796.01,797.63,797.63,4487358,HDFCBANK.BO
2020-02-20,1137.68,1154.63,1137.38,1146.21,1146.21,2223813,ICICIBANK.BO
2020-02-20,427.1,431.15,427.01,429.53,429.53,5357543,INFY.BO
2020-02-20,595.43,597.87,593.14,596.9,596.9,3775325,RELIANCE.BO
2020-02-20,802.55,812.86,798.4,808.6,808.6,2324301,TCS.BO
2020-02-21,784.98,792.17,782.99,787.57,787.57,4533382,HDFCBANK.BO
2020-02-21,1157.33,1162.39,1151.72,1153.64,1153.64,4121965,ICICIBANK.BO
2020-02-21,407.92,408.58,403.41,406.76,406.76,9189243,INFY.BO
2020-02-21,597.65,601.32,590.37,595.27,595.27,9243207,RELIANCE.BO
2020-02-21,807.33,808.69,805.48,805.6,805.6,2962501,TCS.BO
2020-02-22,759.39,771.77,754.07,767.6,767.6,5401493,HDFCBANK.BO
2020-02-22,1143.1,1151.28,1138.48,1149.21,1149.21,8753203,ICICIBANK.BO
2020-02-22,421.3,423.6,420.48,421.18,421.18,128958,INFY.BO
2020-02-22,588.64,588.77,583.25,585.33,585.33,250818,RELIANCE.BO
2020-02-22,797.82,801.96,784.41,790.8,790.8,4781614,TCS.BO
2020-02-23,787.24,794.5,782.8,789.29,789.29,5020189,HDFCBANK.BO
2020-02-23,1149.62,1154.08,1131.71,1140.13,1140.13,6388268,ICICIBANK.BO
2020-02-23,417.34,420.74,416.24,416.75,416.75,2407315,INFY.BO
2020-02-23,572.66,577.03,567.56,570.83,570.83,3025922,RELIANCE.BO
2020-02-23,800.34,805.18,799.34,803.12,803.12,9355488,TCS.BO
2020-02-24,799.38,805.11,792.76,798.54,798.54,4860032,HDFCBANK.BO
2020-02-24,1164.87,1179.93,1163.14,1172.61,1172.61,4915518,ICICIBANK.BO
2020-02-24,427.83,428.2,422.05,426.15,426.15,6749654,INFY.BO
2020-02-24,557.04,565.37,553.58,560.31,560.31,7701311,RELIANCE.BO
2020-02-24,777.76,785.25,771.23,784.74,784.74,2628552,TCS.BO
2020-02-25,783.73,790.17,776.23,784.67,784.67,5197423,HDFCBANK.BO
2020-02-25,1223.15,1234.51,1207.28,1219.45,1219.45,2815952,ICICIBANK.BO
2020-02-25,444.53,447.66,442.59,444.71,444.71,9529838,INFY.BO
2020-02-25,550.94,552.88,547.95,549.93,549.93,5380528,RELIANCE.BO
2020-02-25,776.93,780.03,767.96,771.69,771.69,6585313,TCS.BO
2020-02-26,811.06,823.91,805.29,816.87,816.87,6447393,HDFCBANK.BO
2020-02-26,1218.81,1233.84,1208.13,1222.26,1222.26,1310387,ICICIBANK.BO
2020-02-26,444.23,447.14,443.37,443.55,443.55,3353547,INFY.BO
2020-02-26,524.11,525.76,521.01,525.16,525.16,7500418,RELIANCE.BO
2020-02-26,774.07,776.54,762.26,766.98,766.98,5570029,TCS.BO
2020-02-27,817.27,824.27,816.51,819.55,819.55,5799854,HDFCBANK.BO
2020-02-27,1219.56,1223.06,1210.39,1215.86,1215.86,272384,ICICIBANK.BO
2020-02-27,443.68,448.68,441.68,446.08,446.08,8001740,INFY.BO
2020-02-27,527.63,529.43,521.23,526.34,526.34,2740866,RELIANCE.BO
2020-02-27,762.58,774.47,760.92,769.81,769.81,3671535,TCS.BO
2020-02-28,830.58,831.92,826.17,831.66,831.66,5692944,HDFCBANK.BO
2020-02-28,1188.92,1190.03,1172.26,1183.96,1183.96,3220349,ICICIBANK.BO
2020-02-28,452.23,453.79,451.55,452.66,452.66,9021033,INFY.BO
2020-02-28,535.27,537.08,532.33,534.9,534.9,499879,RELIANCE.BO
2020-02-28,765.27,772.01,759.09,765.84,765.84,4442648,TCS.BO
2020-02-29,838.08,846.06,822.4,829.5,829.5,9036717,HDFCBANK.BO
2020-02-29,1173.55,1177.79,1171.11,1174.66,1174.66,9589226,ICICIBANK.BO
2020-02-29,462.35,463.88,456.58,457.68,457.68,210922,INFY.BO
2020-02-29,526.44,529.81,520.23,525.0,525.0,1572501,RELIANCE.BO
2020-02-29,735.25,740.47,732.9,734.69,734.69,1695066,TCS.BO
2020-03-01,842.28,845.67,830.92,836.07,836.07,4049049,HDFCBANK.BO
2020-03-01,1143.02,1155.47,1132.45,1153.8,1153.8,1991027,ICICIBANK.BO
2020-03-01,454.93,457.57,450.79,452.89,452.89,3111333,INFY.BO
2020-03-01,535.35,540.65,531.46,535.66,535.66,9884743,RELIANCE.BO
2020-03-01,750.06,754.61,739.35,745.34,745.34,5558407,TCS.BO
2020-03-02,830.12,841.83,828.15,834.04,834.04,6642262,HDFCBANK.BO
2020-03-02,1166.14,1179.73,1164.18,1169.01,1169.01,9518733,ICICIBANK.BO
2020-03-02,462.99,463.68,458.22,461.0,461.0,9527153,INFY.BO
2020-03-02,530.78,532.71,527.16,531.87,531.87,3572360,RELIANCE.BO
2020-03-02,757.94,768.45,751.32,762.44,762.44,5332934,TCS.BO
2020-03-03,838.91,847.26,838.01,844.24,844.24,8604847,HDFCBANK.BO
2020-03-03,1155.28,1168.85,1153.77,1158.53,1158.53,3242553,ICICIBANK.BO
2020-03-03,453.01,454.64,450.97,453.57,453.57,8566865,INFY.BO
2020-03-03,529.93,530.51,524.81,525.78,525.78,6566856,RELIANCE.BO
2020-03-03,758.84,761.54,750.74,755.31,755.31,8663873,TCS.BO
2020-03-04,846.08,858.62,841.78,851.32,851.32,9732873,HDFCBANK.BO
2020-03-04,1174.92,1188.8,1172.13,1181.26,1181.26,6795723,ICICIBANK.BO
2020-03-04,456.57,457.81,455.39,455.74,455.74,7298446,INFY.BO
2020-03-04,517.32,521.28,516.04,516.5,516.5,6938353,RELIANCE.BO
2020-03-04,739.11,744.76,734.63,742.12,742.12,1617119,TCS.BO
2020-03-05,869.46,869.89,852.48,861.03,861.03,5599521,HDFCBANK.BO
2020-03-05,1221.33,1230.5,1220.38,1228.83,1228.83,3691491,ICICIBANK.BO
2020-03-05,469.11,474.33,464.51,474.14,474.14,1550362,INFY.BO
2020-03-05,512.89,517.21,510.6,512.15,512.15,2183966,RELIANCE.BO
2020-03-05,762.11,763.09,752.01,757.61,757.61,4936797,TCS.BO
2020-03-06,847.42,861.06,842.76,853.77,853.77,1853111,HDFCBANK.BO
2020-03-06,1216.26,1228.74,1204.41,1218.61,1218.61,6305927,ICICIBANK.BO
2020-03-06,473.61,474.02,472.17,473.73,473.73,9664562,INFY.BO
2020-03-06,518.04,525.33,517.69,520.58,520.58,9452587,RELIANCE.BO
2020-03-06,738.66,743.36,734.33,740.25,740.25,9788121,TCS.BO
2020-03-07,862.85,866.43,857.9,859.24,859.24,518161,HDFCBANK.BO
2020-03-07,1240.23,1250.05,1223.34,1230.14,1230.14,1589829,ICICIBANK.BO
2020-03-07,466.24,467.94,464.74,467.38,467.38,3851303,INFY.BO
2020-03-07,509.98,514.52,509.96,511.7,511.7,2891482,RELIANCE.BO
2020-03-07,725.72,730.27,722.37,725.58,725.58,3983149,TCS.BO
2020-03-08,825.64,839.19,823.97,832.99,832.99,1231898,HDFCBANK.BO
2020-03-08,1282.28,1284.38,1266.94,1275.63,1275.63,415864,ICICIBANK.BO
2020-03-08,470.18,473.74,465.3,469.73,469.73,1940271,INFY.BO
2020-03-08,526.14,530.0,522.52,523.78,523.78,3350956,RELIANCE.BO
